Job Title,Company Name,Location,Description,Salary,MetaData,Posting
Full Stack Engineer,The Cigna Group,"Plano, TX 75093",  5+ years of software development experience in Python.  5+ years experience in designing technical solutions using object-oriented design concepts and micro… ·More...,,"$72,700 - $145,300 a year",
Software Engineer,"RMG Enterprise Solutions, Inc.","Dallas, TX 75248 (Far North area)",  0 - 2 years in enterprise software using either Java or .  Have a learning mindset and be proactive about technical growth.  0 - 2 years in OO language. ·More...,,"$72,700 - $145,300 a year",
FRONT END DEVELOPER,STASIS DRILLING SOLUTIONS,"Houston, TX 77073",  Collaborate with colleagues and handle confidential information with discretion.  Participate in end-to-end development life cycle including requirements… ·More...,,"$72,700 - $145,300 a year",
"Software Engineer, Robotics",Neuralink,"Austin, TX",  Our robotics integrate actuated devices with microelectromechanical systems as well as novel surgical procedures.  Proven history of shipping products. ·More...,,"$72,700 - $145,300 a year",
Sr. Software Engineer,Valiant IT Services,"Austin, TX 78759 (Arboretum area)","  Design, develop, code, test and modify software applications & specialized utility programs on different O/S using latest tools and technologies. ·More...",,"$72,700 - $145,300 a year",
Software Engineer,"Pabst Brewing Company, LLC","San Antonio, TX 78215","  Lead project efforts and work with IT and business partners to define project scope, identify and prioritize requirements, and building thorough, clean project… EmployerActive 21 days ago·More...",,"$72,700 - $145,300 a year",Active 21 days ago
Software Engineer,Tek Ninjas,Texas,"  2+ years of software engineering experience creating and executing tests.  Experience integrating with CI/CD and working in public cloud with AWS, Azure, or GCP. ·More...",,"$72,700 - $145,300 a year",
Software Engineer,Dee's Solutions,"Rockwall, TX","  You will participate on the entire development lifecycle of our projects.  You will participate in user meetings, planning sessions, code reviews, and perform… ·More...",,"$72,700 - $145,300 a year",
.Net Developer/React JS,Data Inc,"Plano, TX 75023",  React JS: 6 years (Required). ·More...,,"$72,700 - $145,300 a year",
Front End Dev,Steneral Consulting,"Hybrid work in Houston, TX 77086",  Solid understanding of the software development process and experience working on agile teams.  Software engineering experience in object-oriented design and… ·More...,,"$72,700 - $145,300 a year",
Software Developer,Taproot Solutions,"Austin, TX 78734","  Alternatively, would accept a Bachelor’s degree in Computer Science, Engineering, IT or related field and (5) five years software development experience… ·More...",,"$72,700 - $145,300 a year",
Software Engineer I - C#-Javascript/Typescript -SQL-CSS-HTML,Computer Services Incorporated,"Remote in Amarillo, TX 79109","  Communication skills – written and oral.  Exposure to cloud platform (e.g., Azure, AWS, GCP, etc.).  Using applicable programming language and technologies,… ·More...",,"$72,700 - $145,300 a year",
software engineer jobs in Texas,,,,,,
Front-End Developer,Dreamers of Day,"Plano, TX",  Strong oral and written communication skills with both teams and clients.  Experience with back-end integration and server-side templating. ·More...,,"$75,600 - $172,000 a year",
DevOps Engineer,Booz Allen,"San Antonio, TX",  Applicants selected will be subject to a government investigation and may need to meet eligibility requirements of the U.S. government client. ·More...,,"$75,600 - $172,000 a year",
"Software Java Engineer with Python - VP - Irving, TX",Citi,"Irving, TX","  Extensive experience system analysis and in programming of software applications.  Appropriately assess risk when business decisions are made, demonstrating… ·More...",,"$75,600 - $172,000 a year",
Software Engineer - Java - Early Career,CACI,"Austin, TX 78759 (Arboretum area)","  Pay Range: There are a host of factors that can influence final salary including, but not limited to, geographic location, Federal Government contract labor… ·More...",,"$75,600 - $172,000 a year",
React JS Developer,Purple Drive Solution,"Plano, TX",  Work with back-end engineers to integrate with APIs.  Build reusable components and front-end libraries for future use.  Knowledge of isomorphic React is a plus. EmployerActive 5 days ago·More...,,"$75,600 - $172,000 a year",Active 5 days ago
ASG Software Engineer,SHI International Corp.,"Remote in Austin, TX 78746","  2+ years of software development experience.  As a Software Engineer, you will play a crucial role in designing, developing, and maintaining software solutions… ·More...",,"$75,600 - $172,000 a year",
Software Engineer,Image Tek,"Waco, TX 76701","  MFC and C++,Visual Basic and Visual Basic dot net.  5 years as Programmer/Analyst or Software Engineer.  Design and Develop case management Applications and… ·More...",,"$75,600 - $172,000 a year",
Software Development Engineer II,GM Financial,"Hybrid work in Irving, TX 75039","  Invests in learning and experimentation to expedite cloud implementations using automated pipelines for building, testing, and deploying software packages;… ·More...",,"$75,600 - $172,000 a year",
Node.js Developer,Trinity Technology Solutions,"Plano, TX","  Strong Understanding and work experience of 5 years in JavaScript, Typescript.  Will also consider three years of progressive experience in the specialty in lieu… EmployerActive 5 days ago·More...",,"$75,600 - $172,000 a year",Active 5 days ago
Java Developer – Azure & FinTech Experience,Ideal Business Advisors,"McKinney, TX 75069","  Develop and maintain Java applications on Azure.  Design secure, compliant solutions for financial applications.  5+ years Java development experience. EmployerActive 5 days ago·More...",,"$75,600 - $172,000 a year",Active 5 days ago
Front Developer,"Rezilyens, LLC","Fort Worth, TX","  2+ years of experience with HTML, CSS, Javascript.  Experience building out a website from scratch.  Bachelor’s Degree in CS or related field. ·More...",,"$75,600 - $172,000 a year",
Full Stack Software Engineer (Job ID 639415),"Certegy Payment Solutions, LLC","Westlake, TX 76262","  You’ll be part of a cross-functional team that’s responsible for the full software development life cycle, from conception to deployment. EmployerActive 17 days ago·More...",,"$75,600 - $172,000 a year",Active 17 days ago
"Software Engineer III, iOS",MyFitnessPal,"Remote in Austin, TX","  Turn big ideas into simple, elegant solutions.  In addition to technical expertise, you'll find that your teammates value collaboration, mentorship, and… ·More...",,"$75,600 - $172,000 a year",
Software Engineer,Dutech Systems,"Austin, TX",  5 years of preferred experience:  Using Microsoft Bookings or other Virtual Appointment scheduling software.  Develops software solutions by studying information… ·More...,,"$75,600 - $172,000 a year",
Software Engineer,Tyler Technologies,"Plano, TX 75024",  2+ years of professional software development experience.  Experience with software development practices and design patterns. ·More...,,"$75,600 - $172,000 a year",
software engineer jobs in Texas,,,,,,
Sr Software Engineer - Database Developer,"Vizient, Inc.","Irving, TX","  5 or more years of relevant experience required.  Stay ahead of emerging technologies, and identify and communicate technical trends related to databases, cloud… ·More...",,"$110,269.20 - $130,000.00 a year",
Senior Software Engineer,"First Command Financial Services, Inc.","Fort Worth, TX 76109",  Communicate and work alongside members of their team in support of their day-to-day work items.  Participates in all phases of the software development lifecycle… ·More...,,"$110,269.20 - $130,000.00 a year",
E Commerce Developer,Visual Comfort & Co.,"Houston, TX 77095",  Strong oral and written communication skills.  Integrate new digital marketing and analytics tools into Magento.  Increase code coverage of automated test. ·More...,,"$110,269.20 - $130,000.00 a year",
Go Developer,ScienceSoft USA Corporation,"Remote in McKinney, TX 75070","  Work in the development team and interact with the infrastructure team to plan and achieve project goals.  You will pump your skills in DevOps, Golang, Security. ·More...",,"$110,269.20 - $130,000.00 a year",
Python Developer with Azure Cloud,Park Computer systems,"Plano, TX 75023","Python Developer with Azure Cloud Richmond VA /Plano TX Fulltime Job Type: Full-time Pay: $110,269.20 - $130,000.00 per year Schedule: * 8 hour shift…EmployerActive 4 days ago·More...",,"$110,269.20 - $130,000.00 a year",Active 4 days ago
"Staff Software Engineer-TypeScript (BACKEND) Austin, Dallas, Houston, San Antonio, TX",H-E-B,"Austin, TX 78702 (Holly area)","  Operate independently with a team of skilled engineers.  Recent experience with TypeScript, cloud computing and containers is a plus. ·More...",,"$110,269.20 - $130,000.00 a year",
"DevOps Engineer, Enterprise Systems",Apple,"Austin, TX","  Experience with GitOps-based deployments enabling CI/CD using one of the technologies such as: Jenkins, GitHub-Actions or similar systems. ·More...",,"$110,269.20 - $130,000.00 a year",
Machine Learning Software Engineer,ASRC Federal Holding Company,"El Paso, TX 79908","  2+ years experience with developing and implementing A.I. models using machine learning software.  Must meet clearance qualifications such as U.S. citizenship,… ·More...",,"$110,269.20 - $130,000.00 a year",
Full Stack Software Developer,NOV Inc.,"Houston, TX 77032 (Greenspoint area)","  Mentor and guide junior software engineers, fostering a culture of continuous learning and professional growth within the team.  Proficient using RESTful API's. ·More...",,"$110,269.20 - $130,000.00 a year",
Lead Full Stack Developer,Hitachi Digital Services,"Plano, TX","  Develop common re-usable frameworks such as Single Sign On, Observability (logging, telemetry), etc.  At least 3+ years' Experience in designing, developing and… ·More...",,"$110,269.20 - $130,000.00 a year",
Shopify Web development / Specialist,Custom Made HQ LLC,"Houston, TX 77036 (Sharpstown area)",  This in no level entry position where you watch a youtube video on how to make a website on Shopify and think you're a developer. EmployerActive 27 days ago·More...,,"$110,269.20 - $130,000.00 a year",Active 27 days ago
Graphics Engineer - Convergentz,The Hunton Group,"Houston, TX 77087 (Golfcrest - Bellfort - Reveille area)","  The BAS Graphics Engineer collaborates with BAS engineers, project managers, and clients to deliver graphical solutions that meet functional requirements and… ·More...",,"$110,269.20 - $130,000.00 a year",
Staff Software Engineer,"VIZIO, Inc.","Dallas, TX 75254 (Far North area)","  Communication and Collaboration: Work with other software engineers, other teams, product management, and business.  5 years’ experience with Python. ·More...",,"$110,269.20 - $130,000.00 a year",
PMTS Software System Design Eng.,"Advanced Micro Devices, Inc","Austin, TX 78735 (East Oak Hill area)","  Many AMD employees have the opportunity to own shares of AMD stock, as well as a discount when purchasing AMD stock if voluntarily participating in AMD’s… ·More...",,"$110,269.20 - $130,000.00 a year",
Manager -Digital Software Engineering,Costco Wholesale,"Dallas, TX","  The individual in this role should have a technical background, be knowledgeable in programming languages and software development methodologies, as well as… ·More...",,"$110,269.20 - $130,000.00 a year",
software engineer jobs in Texas,,,,,,
,,,,,,
Part-Time Python Developer,"T3i, Inc.","San Antonio, TX","  Excellent understanding of software development principles, debugging, and testing.  May require security clearance in the future.  Type of Employment: Part-time. ·More...",,"$190,000 - $230,000 a year",
Lead Machine Learning Engineer,ClearpointCo.,"Houston, TX","  You will work closely with data scientists, machine learning engineers, data engineers, software engineers, and platform architects, using cutting-edge tools… ·More...",,"$190,000 - $230,000 a year",
Senior Software Quality Engineer,Katalyst Healthcares & Life Sciences,"Irving, TX 75014",  Create and execute or direct software validation protocols traceable to system/software requirements.  This position is responsible for executing and maintaining… ·More...,,"$190,000 - $230,000 a year",
Mission Management Software Integration Engineer,Bell Textron Inc.,"Fort Worth, TX 76196",  At least 3 years of work experience aerospace software integration required with at least 5 plus years work experience is a big plus. ·More...,,"$190,000 - $230,000 a year",
Sr. Software Engineer - C++ / OpenGL,Glow Networks,"Dallas, TX 75252",  (10-14) years of understanding and experience in the development of the full life cycle of application software for medical devices (at least 4+ years in the… ·More...,,"$190,000 - $230,000 a year",
Lead Senior Software Engineer,Repackify,"Austin, TX 78702","  Architect and implement features across the stack, delivering a high-quality, scalable user experience.  Familiarity with Salesforce is a big plus. ·More...",,"$190,000 - $230,000 a year",
Sr Back End Engineer,Lennar,"Frisco, TX","  Our 401(k) Retirement Plan, complete with a $1 for $1 Company Match up to 5%, helps secure their financial future, while Paid Parental Leave and an Associate… ·More...",,"$190,000 - $230,000 a year",
Automation Test Engineer,The Evolvers Group,"Dallas, TX 75261",  Ensure rapid delivery of software updates by integrating automated tests into CI/CD pipelines.  We are seeking a Software Developer Engineer in Test (SDET) to… ·More...,,"$190,000 - $230,000 a year",
.NET Developer,"Loomis Armored US, LLC","Houston, TX 77042 (Briar Forest area)","  NET Core/5/6/7 or higher required.  Expertise in source control such as Microsoft TFS, GitHub, etc.  Providing timely functional releases to meet business… ·More...",,"$190,000 - $230,000 a year",
Software Engineer - Senior (MM),Boarhog LLC,"Hybrid work in Austin, TX","  The company's Managing Member, co-founder and majority owner is a Navy veteran with decades of systems acquisition experience, certifications and education, who… ·More...",,"$190,000 - $230,000 a year",
IT Application Development Manager,United Airlines,"Houston, TX",  4+ years of application delivery and life cycle management experience.  Application management in a mix of cloud and on-prem infrastructure. ·More...,,"$190,000 - $230,000 a year",
Sr. Software Engineer/Developer - Hybrid,Caris Life Sciences,"Irving, TX","  Refactor ServiceNow software customizations during Service Now major release updates.  The role demands a mix of technical acumen, excellent organizational and… ·More...",,"$190,000 - $230,000 a year",
Senior Software Developer,Accelerize 360,"Dallas, TX (Southeast Dallas area)",  Oversee and coordinate final testing before client demos.  Oversee and provide guidance in the development of custom software solutions on the Salesforce… ·More...,,"$190,000 - $230,000 a year",
Embedded Software Engineer,Geologics Corporation,"Grand Prairie, TX 75052",  Applies the appropriate standards processes procedures and tools throughout the system development life cycle to support the generation of such engineering… ·More...,,"$190,000 - $230,000 a year",
Senior Software Engineering Manager (Technology Shared Services),GoodLeap,"Hybrid work in Plano, TX 75024","  You will own efforts to develop, deploy, and maintain production-quality cloud native applications utilizing public cloud technology and solutions using… ·More...",,"$190,000 - $230,000 a year",
software engineer jobs in Texas,,,,,,
Sr. C++ Embedded Software Engineer,Glow Networks,"Dallas, TX 75252","  Manage the whole SW development life cycle (SDLC) of embedded software: Requirements engineering, design, implementation, test including final system testing… ·More...",,"$120,000 - $297,000 a year",
Application Programmer - I - Full Stack Developer,RisamSoft,"Irving, TX 75063 (Freeport/Hackberry area)","  We are passionate about using cutting-edge technology to solve real-world problems and believe in teamwork, diversity, and lifelong learning. ·More...",,"$120,000 - $297,000 a year",
Site Reliability Engineer - High Performance Computing / AI-ML,X Corp.,"Austin, TX","  Collaborating with cross-functional teams, including hardware engineers and software developers, to support and improve our infrastructure. ·More...",,"$120,000 - $297,000 a year",
Flight Control Software Engineer,Bell Textron Inc.,"Fort Worth, TX 76196",  Two or more years experience in software development utilizing a Real-time operating system (RTOS) or an embedded software environment. ·More...,,"$120,000 - $297,000 a year",
Programmer I Harris County Onsite,Golden Five LLC,"Harris County, TX",  The resources required for this project along with the necessary skills and experiences:  Programmer I Harris County Onsite.  Location :- Harris County Texas USA. ·More...,,"$120,000 - $297,000 a year",
Staff Software Engineer,"VIZIO, Inc.","Dallas, TX 75254 (Far North area)","  Communication and Collaboration: Work with other software engineers, other teams, product management, and business.  5 years’ experience with Python. ·More...",,"$120,000 - $297,000 a year",
Senior Full Stack Software Engineer,Overhead Door Corporation,"Dallas, TX (West Dallas area)",  Proven knowledge of software lifecycle and software engineering methodology.  App or server-side development of cloud-connected IoT-based systems. ·More...,,"$120,000 - $297,000 a year",
"IT Software Development Engineer, Senior",Tokyo Electron Limited,"Austin, TX 78741 (Montopolis area)","  Liaise with network administrators, business analysts, and other IT specialists to assist in resolving problems with software products or company software… ·More...",,"$120,000 - $297,000 a year",
Sr. AWS DevOps Engineer,G Associates LLC,"Houston, TX 77018 (Oak Forest - Garden Oaks area)","  Proven experience as an AWS DevOps Engineer or similar role, with expertise in AWS cloud infrastructure.  AWS CloudFormation: 5 years (Required). EmployerActive 5 days ago·More...",,"$120,000 - $297,000 a year",Active 5 days ago
R&D Software Engineer,University of Texas at Austin,"Austin, TX 78701 (Downtown area)",  Applicant selected will be subject to a government security investigation and must meet eligibility requirements for access to classified information at the… ·More...,,"$120,000 - $297,000 a year",
Scala Developer,Hewlett Packard Enterprise,Texas,"  We help companies connect, protect, analyze, and act on their data and applications wherever they live, from edge to cloud, so they can turn insights into… ·More...",,"$120,000 - $297,000 a year",
"RF Software Engineer, Consumer Products (Starlink)",SpaceX,"Bastrop, TX","  You may also be eligible for long-term incentives, in the form of company stock, stock options, or long-term cash awards, as well as potential discretionary… ·More...",,"$120,000 - $297,000 a year",
Programmer Analyst,Tarrant County College,"Fort Worth, TX 76102","  Bachelor’s degree and five (5) years’ working experience related to the Essential Performance Requirements; or any equivalent combination of education, training… ·More...",,"$120,000 - $297,000 a year",
Automation Test Engineer,The Evolvers Group,"Dallas, TX 75261","  As a specialized member of the software development QA team, you will contribute to the development process and ensuring that products meet a high standard of… ·More...",,"$120,000 - $297,000 a year",
Lead Software Development Engineer,GM Financial,"Hybrid work in Arlington, TX 76014","  7-10 years software development experience required.  We take our goal of zero emission, zero collision, zero congestion, and zero friction very seriously. ·More...",,"$120,000 - $297,000 a year",
software engineer jobs in Texas,,,,,,
"Software Development Engineer, Amazon Publisher Cloud",Amazon.com Services LLC,"Austin, TX","  Knowledge of professional software engineering & best practices for full software development life cycle, including coding standards, software architectures,… ·More...",,"$129,300 - $223,600 a year",
3D Laser Scanner,Engineering & Inspection Services,"Beaumont, TX 77706",  Proficient with Microsoft Office Suite or related software.  Time management skills with the proven ability to meet deadlines. ·More...,,"$129,300 - $223,600 a year",
Systems Engineer - Distributed Software,Solidus Technical Solutions,"Richardson, TX",  5 yrs. minimum engineering experience on a large-scale distributed software system.  AWS cloud experience - AWS cloud technology knowledge and implementation. ·More...,,"$129,300 - $223,600 a year",
PMTS Software System Design Eng.,"Advanced Micro Devices, Inc","Austin, TX 78735 (East Oak Hill area)","  Many AMD employees have the opportunity to own shares of AMD stock, as well as a discount when purchasing AMD stock if voluntarily participating in AMD’s… ·More...",,"$129,300 - $223,600 a year",
"Sr. Software Engineer, Store Technology",Foot Locker,"Irving, TX 75063",  Integrate applications and frameworks using various java-based technologies.  Analyze requirements to define project-based objectives that align system features… ·More...,,"$129,300 - $223,600 a year",
Audio Visual (AV) Programmer,Network Cabling Services (NCS),"Houston, TX","  Maintain control code in version control.  Crestron / Extron / QSC, AMX, Valcom and various DSP: 5 years (Required).  Read and interpret AV system drawings. EmployerActive 4 days ago·More...",,"$129,300 - $223,600 a year",Active 4 days ago
Senior Developer - Information Technology,United Airlines,"Houston, TX","  Support, maintain, and document software functionality.  Manages and participates in full development life cycle including requirements analysis and design using… ·More...",,"$129,300 - $223,600 a year",
Sr. Software Engineer/Developer - Hybrid,Caris Life Sciences,"Irving, TX","  Refactor ServiceNow software customizations during Service Now major release updates.  The role demands a mix of technical acumen, excellent organizational and… ·More...",,"$129,300 - $223,600 a year",
Senior Software Developer,Accelerize 360,"Dallas, TX (Southeast Dallas area)",  Oversee and coordinate final testing before client demos.  Oversee and provide guidance in the development of custom software solutions on the Salesforce… ·More...,,"$129,300 - $223,600 a year",
Software Engineer - DevOps Engineer,Capgemini Engineering,Texas,"  The ideal candidate will have expertise in crafting, implementing, and managing CI/CD pipelines and auto-scaling solutions using Azure services like Azure… ·More...",,"$129,300 - $223,600 a year",
. Net Developer,Smart IMS,"Austin, TX",  Provide support of Texas Department of Agriculture applications software through diagnosis of problems and implementation of changes to resolve problems and… ·More...,,"$129,300 - $223,600 a year",
Java Developer with AWS,Esb Technologies,"Round Rock, TX 78664","  8 years software engineering experience.  Collaborate to ensure the timely delivery of high value educational software products.  AWS (EC2, S3, Lambda, etc.). ·More...",,"$129,300 - $223,600 a year",
Automation Engineer- iPhone Hardware Validation,Apple,"Austin, TX",  Develop test scripts to control lab test equipment and post-process raw data sets using key electrical performance indicators Lead innovative solutions to… ·More...,,"$129,300 - $223,600 a year",
"Sr Mgr, Software Engineering",Global Payments,"Remote in Dallas, TX",  Communicates with other technical and business teams on day-to-day work and project delivery.  Oversees the effective development and implementation of programs… ·More...,,"$129,300 - $223,600 a year",
Part-Time Python Developer,"T3i, Inc.","San Antonio, TX","  Excellent understanding of software development principles, debugging, and testing.  May require security clearance in the future.  Type of Employment: Part-time. ·More...",,"$129,300 - $223,600 a year",
software engineer jobs in Texas,,,,,,
Sr UI (Angular) Developer,Hitachi Digital Services,"Plano, TX","  Lead the technical solutioning and delivery within the scrum team and mentor junior developers.  As a part of Product Engineering Services practice, we are… ·More...",,"$125,000 - $140,000 a year",
Oracle Developer-San Antonio,Appraisal & Collection Technologies,"Hybrid work in San Antonio, TX 78248","  Required: 5 years of PL/SQL, SQL & Oracle database concepts.  Stay updated on industry trends and emerging technologies to recommend improvements and innovations… EmployerActive 6 days ago·More...",,"$125,000 - $140,000 a year",Active 6 days ago
DevOps Engineer,Info Image,"Coppell, TX 75019","  Extensive experience as cloud-platform administrator or engineer, with a focus on AWS, Azure, GCP and general infrastructure such as load balancers, proxies,… ·More...",,"$125,000 - $140,000 a year",
Backend Test Engineer,Glow Networks,"Dallas, TX 75252","  Proficiency in test automation frameworks like JUnit, RESTAsured or similar tools to design and execute automated test cases for validating RESTful APIs and… EmployerActive 3 days ago·More...",,"$125,000 - $140,000 a year",Active 3 days ago
"Java-AWS Developer, W2 base only.",S4 Analytics,"Dallas, TX 75211 (Oak Cliff area)","  Very strong knowledge of cloud technologies including AWS services and components: S3, DynamoDB, Lambda, EventBridge, EC2, EKS, CloudFront, API Gateway,… EmployerActive 16 days ago·More...",,"$125,000 - $140,000 a year",Active 16 days ago
Embedded Systems Engineer,GaardTech USA,"Humble, TX 77338","  Experience with motor control systems and embedded firmware development.  Troubleshoot hardware and software integration issues.  Job Types: Full-time, Contract. EmployerActive 12 days ago·More...",,"$125,000 - $140,000 a year",Active 12 days ago
Cloud Engineer,FWG Solutions,"San Antonio, TX","  Required minimum three to five (3-5) years’ experience in the following areas: Familiarity with managing identities, legal compliance, and cloud security… ·More...",,"$125,000 - $140,000 a year",
R&D Software Engineer,University of Texas at Austin,"Austin, TX 78701 (Downtown area)",  Applicant selected will be subject to a government security investigation and must meet eligibility requirements for access to classified information at the… ·More...,,"$125,000 - $140,000 a year",
Ruby on Rails Engineer,Glow Networks,"Austin, TX 73344",  Build performance sensitive systems that serve tens of millions of requests each day.  You have great communication skills.  Experience with Linux and VIM. ·More...,,"$125,000 - $140,000 a year",
Software Engineer,"VIZIO, Inc.","Dallas, TX 75254 (Far North area)","  Previous experience as a data engineer or in a similar role.  Degree in Computer Science, IT, or similar field; a Master’s is a plus. ·More...",,"$125,000 - $140,000 a year",
LabVIEW Developer,Bell Textron Inc.,"Fort Worth, TX 76196","  Provide accurate project status reporting and technical documentation, including operational procedures, verification procedures.  12-13 paid holidays per year. ·More...",,"$125,000 - $140,000 a year",
Sr. Software Programmer,BRS,"Fort Sam Houston, TX 78234 (Monte Vista area)",  Experience with deployment of client-server applications and development of ASP.net web applications.  Five (5) years of programming experience or Bachelor’s… ·More...,,"$125,000 - $140,000 a year",
Sr Specialist Software Development Engineer Java ThinkPipes,Charles Schwab,"Hybrid work in Austin, TX 78758","  Paid time for vacation, volunteering, and 28-day sabbatical after every 5 years of service for eligible positions.  Health, dental, and vision insurance. ·More...",,"$125,000 - $140,000 a year",
Sr. C++ Embedded Software Engineer,Glow Networks,"Dallas, TX 75252","  Manage the whole SW development life cycle (SDLC) of embedded software: Requirements engineering, design, implementation, test including final system testing… ·More...",,"$125,000 - $140,000 a year",
Programmer Analyst II - On Site Position,Austin Telco Federal Credit Union,"Austin, TX 78759 (Arboretum area)","  3-5 years experience working in a Programmer Analyst role, or similar title.  Works with vendors to implement new programs/software and troubleshoot any issues… ·More...",,"$125,000 - $140,000 a year",
software engineer jobs in Texas,,,,,,
Sr Specialist Software Development Engineer Java ThinkPipes,Charles Schwab,"Hybrid work in Austin, TX 78758","  Paid time for vacation, volunteering, and 28-day sabbatical after every 5 years of service for eligible positions.  Health, dental, and vision insurance. ·More...",,"$73,100 - $149,400 a year",
Sr. C++ Embedded Software Engineer,Glow Networks,"Dallas, TX 75252","  Manage the whole SW development life cycle (SDLC) of embedded software: Requirements engineering, design, implementation, test including final system testing… ·More...",,"$73,100 - $149,400 a year",
Programmer Analyst II - On Site Position,Austin Telco Federal Credit Union,"Austin, TX 78759 (Arboretum area)","  3-5 years experience working in a Programmer Analyst role, or similar title.  Works with vendors to implement new programs/software and troubleshoot any issues… ·More...",,"$73,100 - $149,400 a year",
Embedded Software Engineer,Lennox International,"Hybrid work in Carrollton, TX 75006","  Experienced in the architecture, design, hardware/software integration, and development of embedded software.  In this role, you will have an opportunity to lead… ·More...",,"$73,100 - $149,400 a year",
Java Developer with AWS,Esb Technologies,"Round Rock, TX 78664","  8 years software engineering experience.  Collaborate to ensure the timely delivery of high value educational software products.  AWS (EC2, S3, Lambda, etc.). ·More...",,"$73,100 - $149,400 a year",
Senior FullStack Web Developer,Simpli.fi Holdings LLC,Hybrid work in Texas,"  Programming with server-side languages: Ruby, Python, Elixir, Node, or something similar.  Awesome company environment and benefits with a great management team. ·More...",,"$73,100 - $149,400 a year",
"Staff Engineer I, Software Process Engineering (mult.)",Samsung Electronics,"Plano, TX 75023",  Lead a small team of software engineers to execute the project.  Improve software system to meet performance and reliability requirements. ·More...,,"$73,100 - $149,400 a year",
"Sr Mgr, Software Engineering",Global Payments,"Remote in Dallas, TX",  Communicates with other technical and business teams on day-to-day work and project delivery.  Oversees the effective development and implementation of programs… ·More...,,"$73,100 - $149,400 a year",
"Front End Developer - Web Marketing (Hybrid based in Dallas, TX)",Texas Executives,"Hybrid work in Dallas, TX 75398","  Detail-oriented - Strong attention to detail in grammar, design, development and strategic approach.  Ensure the technical feasibility of UX/UI and help elevate… ·More...",,"$73,100 - $149,400 a year",
Java Engineer - Top Secret Clearance,Geologics Corporation,"Richardson, TX 75080","  Top Secret/SCI security clearance is required.  U.S. citizenship is required, as only U.S. citizens are eligible for a security clearance. ·More...",,"$73,100 - $149,400 a year",
"Technology - Software Development, Summer Analyst, Irving 2025",Citi,"Irving, TX","  You will work in an agile software development environment, developing quality and scalable software solutions using leading-edge technologies. ·More...",,"$73,100 - $149,400 a year",
Lead Software Engineer,Epsilon,"Hybrid work in Irving, TX 75039",  The Lead Software Engineer will report to the Engineering Manager and collaborate with cross-functional teams on a day-to-day basis. ·More...,,"$73,100 - $149,400 a year",
IT Analytics Engineer,CoreLogic,"Dallas, TX (Coppell area)",  Cross functional collaboration with other machine learning engineers and data scientists to drive requirements and create new models. ·More...,,"$73,100 - $149,400 a year",
Senior Frontend Engineer,Closinglock,"Austin, TX 78701",  Work with other highly skilled front-end engineers to create a cohesive customer experience throughout the Closinglock ecosystem. ·More...,,"$73,100 - $149,400 a year",
Mainframe Developer,Anchor Software LLC,"Hybrid work in Plano, TX 75075",  Strong understanding of software development lifecycle (SDLC) methodologies.  Familiarity with version control systems such as Microsoft TFS. ·More...,,"$73,100 - $149,400 a year",
software engineer jobs in Texas,,,,,,
Software Developer,Software Bloc,"Remote in Plano, TX","  Establish multi-platform versions of the software package.  Create scalable, automated solutions for our customer base.  3+ years in a related field is preferred. ·More...",,"$102,187 - $109,191 a year",
Software Engineer (IT),FlightSafety International,Texas,"  Conduct new technology research, concept specification and design of individual software components.  1+ years of experience working with Apache Camel, Kafka,… ·More...",,"$102,187 - $109,191 a year",
Associate Full Stack Engineer,Lockheed Martin,"Grand Prairie, TX 75051","  Experience with version control and repository management tools (Git, GitHub, GitLab, BitBucket).  Our skilled engineers have discipline and domain specific… ·More...",,"$102,187 - $109,191 a year",
Full Stack Engineer,Pei Technology Inc,"Austin, TX 78704",  Working with our product management and frontend team to build products with the goal of delighting and increasing the success of our users. ·More...,,"$102,187 - $109,191 a year",
Software Engineer,Helix Tech IT solution,"Hybrid work in Fort Worth, TX 76102","  The ideal candidate will be responsible for designing, developing, and maintaining software applications that meet the needs of our clients. EmployerActive 4 days ago·More...",,"$102,187 - $109,191 a year",Active 4 days ago
Software Developer,Quiddity Infotech,"Little Elm, TX 75068","  Work in all the stages of software development life cycle (SDLC) like requirements specifications, review, test documentation, application testing and defect… ·More...",,"$102,187 - $109,191 a year",
Software Engineer 2,Dutech Systems,"Austin, TX","  Proven experience in software testing, preferably within an application development environment.  Strong knowledge of software testing principles, methodologies,… ·More...",,"$102,187 - $109,191 a year",
Software Developer- Java,Swift Technologies,"Dallas, TX 75062","  Apply modern software development practices and best practices for the full software development life cycle, including coding standards, build processes,… ·More...",,"$102,187 - $109,191 a year",
Senior Backend Engineer - Engagement,Hard Rock Digital,"Hybrid work in Austin, TX",  Experience with Micro-Service and Service oriented architectures.  A deep understanding of AWS Cloud technologies and how to create scalable multi-region… ·More...,,"$102,187 - $109,191 a year",
SOFTWARE ENGINEER,MPS Solutions,"San Antonio, TX","  This includes writing, coding, testing, and analyzing software programs and applications.  Software Engineer; applicants will be developing, testing, analyzing,… ·More...",,"$102,187 - $109,191 a year",
Software Engineer,Pariveda Solutions,"Hybrid work in Dallas, TX 75204",  You will be reviewed every 6 months and eligible for promotion every 12 months.  Paid sabbatical after 5 years of service for Principals and above. ·More...,,"$102,187 - $109,191 a year",
