Job Title,Company Name,Location,Description,Salary,MetaData,Posting
DevOps / Release Engineer,Avant Tech,"New York, NY",  Knowledge of software version control and release management.  The DevOps / Release Management Analyst is responsible for designing and developing proprietary… ·More...,,"$234,000 - $300,000 a year",
Senior Mobile Developer,Arrow Search Partners,"New York, NY",  Our client is a growing tech firm in the healthcare space and is building the tools and networks enabling patients to own and monetize their health data and… ·More...,,"$234,000 - $300,000 a year",
software developer jobs in New York State,,,,,,
"Software Engineer, Backend",Merge API,"New York, NY",  4 years of full-time software engineering experience (4-6 preferred).  Participate in roadmapping and architecture discussions.  Experience with Python and Go. ·More...,,"$140,000.00 - $170,185.53 a year",
Senior Software Engineer,Normal Computing Corporation,"Remote in New York, NY","  Designing, building, and operating the backend components required for an enterprise SaaS product: everything from CI / CD, authn / authz, alerting, and… ·More...",,"$140,000.00 - $170,185.53 a year",
Fullstack Engineer (NYC),GPTZero,"Hybrid work in New York, NY","  Design robust software with comprehensive test suites and monitoring.  As a founding fullstack engineer, you’ll build and ship responsible AI-powered products to… ·More...",,"$140,000.00 - $170,185.53 a year",
Principal Software Engineer,Precision Optical Technologies,"Rochester, NY 14623","  10 or more years of software engineering or software development, preferably in a related field.  Follow the software development life cycle to create software… ·More...",,"$140,000.00 - $170,185.53 a year",
"Senior Software Engineer, FullStack - IT Sales Applications",X Corp.,"New York, NY","  Collaborate closely with other software engineers, data team, and designers.  Work on all levels of the web stack (JavaScript/React/Redux Front-end, Node.js APIs… ·More...",,"$140,000.00 - $170,185.53 a year",
Software Engineer,GovDash,"New York, NY","  Have ownership over major product areas and ship frequently to our customers.  Work on areas including not not limited to API design, event model, data model… ·More...",,"$140,000.00 - $170,185.53 a year",
Web Developer,Kravet Inc,"Hybrid work in Woodbury, NY 11797","  Kravet Inc. is looking for a Full Stack Web Developer.  Candidate will need specialization in Magento 2 and will be part of the team responsible for developing,… ·More...",,"$140,000.00 - $170,185.53 a year",
Bioinformatics Software Engineer- Pharmacological Sciences,Mount Sinai,"New York, NY 10029","  The Bioinformatics Software Engineer will collaborate with an interdisciplinary team of computational scientists on developing, implementing, documenting, and… ·More...",,"$140,000.00 - $170,185.53 a year",
"Software Engineer, Growth (Front End)",Fubo,"Hybrid work in New York, NY","  3+ years of experience in delivering working software, preferably web applications.  Architect, design, develop, test, maintain and improve software systems. ·More...",,"$140,000.00 - $170,185.53 a year",
Front End/Web Engineer,Nomic,"New York, NY","  Engineer and extend Nomic’s web products, especially our flagship data interaction product Atlas.  Implement and prototype new features in our NextJS web stack… ·More...",,"$140,000.00 - $170,185.53 a year",
Staff Software Engineer (Backend),Ploomber,"New York, NY 10014",  We're a well-funded startup (4.5M seed round in April 2022) with several years of runway.  Work with the founders on a daily basis. ·More...,,"$140,000.00 - $170,185.53 a year",
Programmer,BRONX DISTRICT ATTORNEY,"Bronx, NY",  Help with the software implementations by providing training and support for the staff who will operate and maintain the software/application. ·More...,,"$140,000.00 - $170,185.53 a year",
Senior Software Engineer (Infrastructure)published,Ploomber,"New York, NY 10014 (SoHo area)",  We're a well-funded startup (4.5M seed round in April 2022) with several years of runway.  Work with the founders on a daily basis. ·More...,,"$140,000.00 - $170,185.53 a year",
SOFTWARE ENGINEER TRAINEE,Mill-Max,"Oyster Bay, NY 11771","  Experience in systems design or a solid understanding of software development, program lifecycle, database development (Oracle and/or SQL), unit testing and… ·More...",,"$140,000.00 - $170,185.53 a year",
.Net Developer,DEPT OF HEALTH/MENTAL HYGIENE,"New York, NY 11101 (Long Island City area)","  NET Developer, you will play a crucial role in designing, developing, and maintaining high-quality software solutions.  Design, develop, and maintain robust . ·More...",,"$140,000.00 - $170,185.53 a year",
software developer jobs in New York State,,,,,,
"Software Engineer, Senior",Booz Allen,"Rome, NY",  Experience with software and system architecture.  Ability to deploy software in a Cloud environment.  We’re looking for an experienced back-end developer with… ·More...,,"$84,600 - $193,000 a year",
Development Engineer,Sureminds Solutions LLC,"New York, NY","  Need 10+ Years of Experience*.  Bachelor's degree in Computer science or equivalent, with minimum 10+Years of relevant experience. EmployerActive 4 days ago·More...",,"$84,600 - $193,000 a year",Active 4 days ago
Senior Backend Developer (C#),Luxoft,"New York, NY","  As a software developer in the market data team, you will be responsible for the firm's primary market data management system that supports both real-time and… ·More...",,"$84,600 - $193,000 a year",
Data Coordinator and Developer for Music Publishing Software,Carl Fischer LLC,"New York, NY 10005 (Financial District area)","  Collaborate with the Development team to implement improvements to Chordata software.  As Data Coordinator and Developer, you will be responsible for the… EmployerActive 4 days ago·More...",,"$84,600 - $193,000 a year",Active 4 days ago
Asset & Wealth Management -Software Engineer - Vice President - New York,Goldman Sachs,"New York, NY 10282 (Battery Park area)","  We're looking for strong full-time software engineer who is.  Goldman Sachs Engineers are innovators and problem-solvers, building solutions in risk management,… ·More...",,"$84,600 - $193,000 a year",
EQ Derivatives Software Developer,"Jefferies & Company, Inc.","New York, NY",  Working in a project team alongside other developers.  6+ years of working experience in financial software development.  Debugging and maintaining written code. ·More...,,"$84,600 - $193,000 a year",
Software and Data Engineer,Booz Allen,"Rome, NY",  Experience with software version control and containerization.  14+ years of experience as a software engineer.  TS/SCI clearance with a polygraph. ·More...,,"$84,600 - $193,000 a year",
Senior Backend Engineer,Understood,"Hybrid work in New York, NY","  Experience with Agile software development processes.  Own your work across the entire software development lifecycle, from early stage architecture/planning… ·More...",,"$84,600 - $193,000 a year",
"Backend Engineer, ML Focus",Accrete.AI,"New York, NY","  Leadership qualities, with experience mentoring junior developers or leading small teams.  We specialize in creating advanced AI solutions that turn complex data… ·More...",,"$84,600 - $193,000 a year",
"Sr Advanced Software Engineer - C++, C#, SQL",Honeywell,"Pittsford, NY 14534",  Experience interfacing hardware with software.  Analyze and resolve complex software problems from field deployments.  Workload estimation and risk assessment. ·More...,,"$84,600 - $193,000 a year",
Applications Programmer,SB Clinical Practice Management,"East Setauket, NY 11733","  3 years of technical support of applications software.  Develop and maintain proficiency in the company's software solutions, solution methodologies, core… ·More...",,"$84,600 - $193,000 a year",
